Name1	Name2	Edge type	Edge weight
ARID5A	ENST00000251849.4	2	-0.0126551847204821
ARL6IP4	ENST00000254235.3	2	0.0163931298954616
ARRB1	ENST00000003912.3	2	0.0120537932861594
ARRDC1	ENST00000228740.2	2	-0.0413380004686142
ARRDC3	ENST00000248899.6	2	-0.0109808093454201
ARRDC4	ENST00000251642.3	2	-7.57644944102409e-05
ASAH1	ENST00000191018.5	2	0.0131380835435881
ASB7	ENST00000248975.5	2	0.0217210326264992
ASF1A	ENST00000255432.7	2	-0.0512985077533657
ASGR2	ENST00000219281.3	2	0.019163150049208
ATG16L1	ENST00000003912.3	2	0.0240861385353467
ATG16L2	ENST00000216194.7	2	-0.00510416594923063
ATG9A	ENST00000247665.10	2	0.00927293718825167
ATP2B4	ENST00000221922.6	2	0.0302768689655337
ATP2C1	ENST00000206020.3	2	0.0115391972224057
ATP7A	ENST00000222390.5	2	-0.0151832717211792
ATP8A1	ENST00000257821.4	2	-0.00616165283027947
ENST00000003912.3	ENST00000222329.4	3	-0.0321945280437973
ENST00000006777.6	ENST00000158762.3	3	0.00899454334709054
ENST00000006777.6	ENST00000233146.2	3	-0.00840262630248115
ENST00000014935.3	ENST00000210444.5	3	0.00132115184688433
ENST00000025008.5	ENST00000243347.3	3	-0.00500425870422891
ENST00000037243.2	ENST00000191018.5	3	-0.0753870180421489
ENST00000037243.2	ENST00000216455.4	3	0.0268791471232051
ENST00000053867.3	ENST00000191018.5	3	-0.0226413748564867
ENST00000064780.2	ENST00000228740.2	3	0.00396201205677083
ENST00000064780.2	ENST00000248846.5	3	-0.0386145663224428
ENST00000174618.4	ENST00000251849.4	3	-0.033289130386988
ENST00000215574.4	ENST00000225308.8	3	-0.0357714997323818
ENST00000215631.4	ENST00000216797.5	3	-0.0186150240539326
ENST00000215742.4	ENST00000256637.6	3	0.00770785363370011
ENST00000215793.8	ENST00000248929.9	3	0.00160547283105303
ENST00000216064.4	ENST00000248901.6	3	-0.103599758682675
ENST00000216064.4	ENST00000257347.4	3	-0.00711321018282621
ENST00000216133.5	ENST00000251343.5	3	-0.0117279266820739
ENST00000216373.5	ENST00000256689.5	3	0.0659626601743764
ENST00000217455.4	ENST00000253727.5	3	0.0218500120116083
ENST00000217901.5	ENST00000219302.3	3	-0.0121473447894386
ENST00000217901.5	ENST00000253727.5	3	0.0118296376286979
ENST00000218388.4	ENST00000257857.4	3	-0.0517193451673484
ENST00000219782.6	ENST00000249806.5	3	0.00315088002000663
ENST00000220764.2	ENST00000258301.5	3	0.0320298018578593
ENST00000221283.5	ENST00000258484.6	3	0.000767239172393852
ENST00000221573.6	ENST00000242784.4	3	-0.00743168399956662
ENST00000222990.3	ENST00000225729.3	3	0.0507909350715865
ENST00000223127.3	ENST00000245615.1	3	-0.0701166679187339
ENST00000224140.5	ENST00000256935.8	3	-0.020299140355796
ENST00000225719.4	ENST00000238609.3	3	0.0150321614419965
ENST00000225719.4	ENST00000238856.4	3	-0.0269381796732936
ENST00000225719.4	ENST00000258526.4	3	-0.223657451114162
ENST00000229214.4	ENST00000255945.2	3	-0.0283121526694379
ENST00000229243.2	ENST00000243997.3	3	-0.0100788857612308
ENST00000230056.3	ENST00000243440.1	3	0.0109415235553157
ENST00000235332.4	ENST00000258484.6	3	0.0619377492699565
ENST00000236067.4	ENST00000257857.4	3	-0.0469623993431797
ENST00000240617.5	ENST00000243997.3	3	-0.030287833714796
ENST00000243077.3	ENST00000256935.8	3	-0.0217810647831458
ENST00000245441.5	ENST00000256383.4	3	-0.00496143881798844
ENST00000248929.9	ENST00000256383.4	3	0.00404148965065393
ENST00000254235.3	ENST00000258198.2	3	-0.00336031163108846
ENST00000255427.3	ENST00000258484.6	3	0.0197220232300634
ENST00000256031.4	ENST00000258198.2	3	0.0293237269065915
ENST00000257264.3	ENST00000258526.4	3	0.00151706246614094
